-,AC Type,AC Type.1,Aboard,Date,Fatalities,Flight #,Ground,Location,Operator,Registration,Route,Summary,Time,Year,cn / ln,Operator Country,rule_based_category,processed_summary,x,y,kmeans_cluster,hybrid_category,kmeans_cluster_interpretation,category_id
ACCIDENT DETAILS,Douglas DC-3,Douglas DC-3C-FTAT,11   (passengers:8  crew:3),"August 05, 1974",5   (passengers:2  crew:3),?,0,"Mt. Apica, PQ, Canada",Laurentian Air Services,C-FTAT,LaTuque - St. Honore,Struck  the slope of Mont-Apica located 67 km southwest of saint-Honoré Airport.,?,1974,11850,Canada,Weather-related,struck slope mont apica located southwest saint honor,0.11895899728767372,0.09736308040050437,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Ilyushin IL-18B,Ilyushin IL-18BTZ-ABE,60   (passengers:50  crew:10),"August 11, 1974",47   (passengers:39  crew:8),?,0,"Near Ouagadougou, Upper Volta",Air  Mali,TZ-ABE,"Bamako, Mali - Kano, Nigeria","The aircraft crashed after running out of fuel. After being diverted because of bad weather, a navigation error caused the crew to circle the wrong city.",?,1974,181003304,Mali,Weather-related,running fuel diverted weather navigation error circle wrong,0.13834093981835185,0.06770890018771274,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Douglas C-47-DL,Douglas C-47-DLHK-508,27   (passengers:24  crew:3),"August 12, 1974",27   (passengers:24  crew:3),?,0,"Cali, Colombia",AVIANCA,HK-508,Tumaco - Bogota,The crew became lost in rainy weather and crashed into Trujillo Mountain. Wreckage found 2 months later.,1450,1974,4527,Colombia,Weather-related,lost rainy weather trujillo mountain wreckage found month,0.23514250635143924,0.2338617127611362,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Vickers Viscount 749,Vickers Viscount 749YV-C-AMX,49   (passengers:45  crew:4),"August 14, 1974",49   (passengers:45  crew:4),?,0,"Margarita Island, Venezuela",Linea Aeropostal Venezolana,YV-C-AMX,Cumana - Porlamar,"In accordance with ATC, the crew divert to Cumaná Airport and while completing a turn to change heading, the plane struck the peak La Gloria located10 km northeast of Porlamar Airport.",0920,1974,095,Venezuela,Weather-related,accordance atc divert cuman completing change heading struck peak gloria located northeast porlamar,0.07959289912060655,0.0476887485347393,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Lockheed C-130H,Lockheed C-130H9T-TCD,31   (passengers:24  crew:7),"August 18, 1974",31   (passengers:24  crew:7),?,0,"Near Kisangani, Zaire",Military - Zairean Air Force,9T-TCD,Kinshasa - Kisangani,"During a night time approach to Kisangani Airport, the plane crashed in unknown circumstances few km from the runway threshold",?,1974,4422,,Unclear cause,night kisangani unknown circumstance threshold,0.05290523757363486,-0.006561640889637233,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Fokker F-27 Friendship 600,Fokker F-27 Friendship 600PK-GFJ,39   (passengers:36  crew:3),"September 07, 1974",36   (passengers:33  crew:3),?,0,"Tandjung-karang, Indonesia",Garuda Indonesia Airlines,PK-GFJ,bang - Bandar Lampung - Jakarta,Crashed into a building while landing during poor weather conditions. The plane was blown against the building by a strong gust of wind.,?,1974,10422,Indonesia,Weather-related,building landing poor weather condition blown building gust wind,0.18469542827968696,0.09857628196830988,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Boeing B-707-331B,Boeing B-707-331BN8734,88   (passengers:79  crew:9),"September 08, 1974",88   (passengers:79  crew:9),841,0,"Ionian Sea , off Kefallinia, Greece",Trans World Airlines,N8734,Tel Aviv - Athens - Rome - New York,"The aircraft pitched up, rolled to the left, went into a steep spiral dive and crashed into the sea. Detonation of an explosive device in the aft cargo hold. A Palestinian organization claimed responsibility. The blast probably buckled the cabin floor damaging the elevator and rudder controls.",1140,1974,20063/789,United States of America,Terrorism,pitched rolled steep spiral dive sea detonation explosive device aft cargo hold palestinian organization claimed responsibility blast probably buckled cabin floor damaging elevator rudder control,0.09424935659358406,-0.04146097591974926,10,Terrorism,Terrorism,10
ACCIDENT DETAILS,McDonnell Douglas DC-9-31,McDonnell Douglas DC-9-31N8984E,82   (passengers:78  crew:4),"September 11, 1974",70   (passengers:68  crew:2),212,0,"Near Charlotte, North Carolina",Eastern Air Lines,N8984E,"Charleston, SC - Charlotte, NC - Chicago, IL",The aircraft flew too low and struck trees 3.3 miles short of the runway during an approach in fog. Flightcrew's lack of altitude awareness at critical points during the approach due to poor cockpit discipline in that the crew did not follow prescribed procedures. The crewmembers were preoccupied with conversations having nothing to do with the operating the aircraft while conducting an instrument approach. The aircraft was 50 knots too fast and 500 feet below the final approach fix.,0734,1974,47400/443,United States of America,Weather-related,flew low struck tree mile fog flightcrew lack altitude awareness critical point poor cockpit discipline follow prescribed procedure crewmembers preoccupied conversation operating conducting instrument knot fast foot fix,0.22931191732176046,0.08936125767304162,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Boeing B-727-121C,Boeing B-727-121CXV-NJC,75   (passengers:67  crew:8),"September 15, 1974",75   (passengers:67  crew:8),706,0,"Phan Rang, South Vietnam",Air Vietnam (South Vietnam),XV-NJC,Da Nang - Saigon,"Hijacked. Detonation of two hand grenades in the passenger compartment after the pilot refused to fly to Hanoi, North Vietnam. The aircraft attempted to land, executed a missed approach and dove into the ground from a height of 1,000 feet.",1100,1974,19819,,Terrorism,hijacked detonation grenade passenger compartment refused fly hanoi vietnam attempted land executed missed dove ground height foot,0.11183298264012051,-0.016418241283608373,10,Terrorism,Terrorism,10
ACCIDENT DETAILS,Douglas DC-3,Douglas DC-3RP-C643,8   (passengers:4  crew:4),"October 19, 1974",1   (passengers:0  crew:1),?,0,"Calapan, Philippines",Mabuhay Airways,RP-C643,Roxas City - Calapan,"One hour after takeoff, cruising at FL85, the No.1 engine had to be shut down due to severe vibrations and backfiring. The crew chose to divert to Calapan. At 900 ft over Calapan, the controls began to shake and control of the aircraft  was lost. The aircraft was ditched 700 feet offshore.",1115,1974,15551/26996,,Control loss,takeoff cruising engine shut severe vibration backfiring chose divert calapan calapan control shake control lost ditched foot offshore,0.20163310208821972,-0.18031561465230225,2,Control loss,Control loss,2
ACCIDENT DETAILS,Lockheed L-100 Hercules,Lockheed L-100 HerculesN102AK,4   (passengers:0  crew:4),"October 27, 1974",4   (passengers:0  crew:4),?,0,"Old Man's Camp, Alaska",Alaska International Air,N102AK,Fairbanks - Bettles,"While en route, the cargo plane lost a wing and spiraled into the ground. Failure of the right wing in fight. Fatigue fracture. Inadequate maintenance and inspection.",2336,1974,4234,United States of America,Mechanical failure,cargo lost wing spiraled ground failure wing fight fatigue fracture inadequate maintenance inspection,0.20257019493179848,-0.10586233461599967,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Beechcraft 95-B55,Beechcraft 95-B55N414K,2   (passengers:1  crew:1),"October 28, 1974",2   (passengers:1  crew:1),?,0,"Pagosa Springs, Colorado",Hlavka Aviation - Air Taxi,N414K,"Gallup, NM - Rapid City, SD",Pilot refused weather briefing. Flew into blind canyon. Icing conditions. Continued VFR flight into adverse weather conditions.,16:45,1974,?,United States of America,Weather-related,refused weather briefing flew blind canyon icing condition vfr adverse weather condition,0.2590580236106346,0.2615656422673726,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Antonov An-2 / Mil Mi-8T,Antonov An-2 / Mil Mi-8TCCCP-70766,38   (passengers:32  crew:6),"November 01, 1974",38   (passengers:32  crew:6),662,0,"Near Surgut, Russia",Aeroflot,CCCP-70766,Khanty - Surgut,Midair collision between a An-2 and a Mil Mi-8T in poor weather.,1456,1974,1G132-21,Kazakhstan,Weather-related,midair collision mil poor weather,0.19368522766309046,0.19483016343039056,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Douglas C-47A-30,Douglas C-47A-30RP-C570,8   (passengers:5  crew:3),"November 15, 1974",1   (passengers:1  crew:0),?,0,"Manila, Philippines",Orient Air System and Integrated Services,RP-C570,?,The No.2 prop was feathered when the engine failed after taking off. The aircraft lost altitude during a 180 degree turn and a forced landing was made in a rice field.,?,1974,25452/14007,,Control loss,prop feathered engine failed lost altitude degree forced landing made field,0.23788837003094584,-0.20012737164679384,2,Control loss,Control loss,2
ACCIDENT DETAILS,Boeing B-747-130,Boeing B-747-130D-ABYB,157   (passengers:144  crew:13),"November 20, 1974",59   (passengers:55  crew:4),540,0,"Near Nairobi, Kenya",Lufthansa,D-ABYB,Frankfurt - Nairobi - Johannesburg,The aircraft stalled and crashed during takeoff. The wing flaps were not extended. First fatal Boeing 747 accident to occur.,0754,1974,19747/29,Germany,Shot down/Military action,stalled takeoff wing flap extended fatal boeing accident occur,0.12477020087381971,-0.109185305728544,8,Shot down/Military action,Shot down/Military action,8
ACCIDENT DETAILS,Douglas DC-3,Douglas DC-3ET-AAR,24   (passengers:21  crew:3),"November 20, 1974",2   (passengers:0  crew:2),?,0,"Soddu, Ethiopia",Ethiopian Airlines,ET-AAR,Soddu - Beica,Stalled  on takoff and crashed.,0930,1974,9465,Ethiopia,Control loss,stalled takoff,0.07592033901761545,-0.0792842594186137,2,Control loss,Control loss,2
ACCIDENT DETAILS,Cessna 500 Citation I,Cessna 500 Citation IEC-CGG,4   (passengers:0  crew:4),"November 22, 1974",4   (passengers:0  crew:4),?,0,"Barcelona, Spain",Alpa Servicios Aéreos,EC-CGG,?,Crashed during takeoff.,?,1974,500-0108,Spain,Unclear cause,takeoff,0.1658308087377984,-0.21323969556044017,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Boeing B-727-231,Boeing B-727-231N54328,92   (passengers:85  crew:7),"December 01, 1974",92   (passengers:85  crew:7),514,0,"Near Berryville, Virginia",Trans World Airlines,N54328,Columbus - Washington D.C.,The plane crashed into high terrain at approximately 270 mph during an approach to Dulles Airport. The crew's decision to descend before aircraft reached the approach segment. The crew ignored high terrain marked on the en route chart and continued their descent. Lack of clarity in ATC procedures. The issuance of the approach clearance when the flight was 44 miles from the airport on an unpublished route without clearly defined minimum altitudes. Inadequate depiction of altitude restrictions on the profile view of the approach chart for the VOR/DME approach to Runway 12 at Dulles International Airport.,1110,1974,20306/791,United States of America,Weather-related,high terrain mph dulles decision descend reached segment ignored high terrain marked chart descent lack clarity atc procedure issuance clearance mile unpublished without clearly defined altitude inadequate depiction altitude restriction profile view chart vor dme dulles international,0.14498224558253958,0.01684520093730817,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Boeing B-727-251,Boeing B-727-251N274US,3   (passengers:0  crew:3),"December 01, 1974",3   (passengers:0  crew:3),6231,0,"Bear Mountain,  Thiells, New York",Northwest Orient Airlines,N274US,"New York City, NY - Buffalo, NY","The aircraft stalled in a climb from which recovery was not effected. The loss of control of the aircraft because the flight crew failed to recognize and correct the aircraft's high-angle-of-attack, low-speed stall and its descending spiral. The stall was precipitated by the flight crew's improper reaction to erroneous airspeed and Mach indications which had resulted from a blockage of the pitot heads by atmospheric icing. Contrary to standard operational procedures, the flight crew had not activated the pitot head heaters.",1926,1974,20296,United States of America,Control loss,stalled climb recovery effected loss control failed recognize correct high angle attack low speed stall descending spiral stall precipitated improper reaction erroneous airspeed mach indication blockage pitot head atmospheric icing contrary standard operational procedure activated pitot head heater,0.12799546881742407,-0.055285351161852236,2,Control loss,Control loss,2
ACCIDENT DETAILS,Antonov An-2 / Antonov An-12,Antonov An-2 / Antonov An-1249342/12985,18   (passengers:11  crew:7),"December 04, 1974",13   (passengers:11  crew:2),?,0,"Irkutsk, Russia",Aeroflot,49342/12985,Irkutsk - Kazachinskoye,The An-2 crashed after colliding with Antonov 12 over Irkutsk airport. The ATC cleared the An-2 for takeoff crossing An-12s flight path. The An-12 landed safely. Eleven passengers and 2 crew killed on the An-2,0458,1974,1G12-26/00347110,,Unclear cause,colliding antonov irkutsk atc cleared takeoff crossing path landed safely eleven passenger killed,0.11189068875014252,-0.07453356680979094,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,McDonnell Douglas DC-8-55F,McDonnell Douglas DC-8-55FPH-MBH,191   (passengers:182  crew:9),"December 04, 1974",191   (passengers:182  crew:9),138,0,"Near Maskeliya, Sri Lanka",Martinair Holland NV,PH-MBH,Surabaya - Jeddah,"The aircraft impacted Mount Anjimalai at 4,355 ft. the during approach. The crew descended below a safe altitude due to a position error resulting from misinterpretation of Doppler and weather radar.",2215,1974,45818/242,Netherlands,Weather-related,impacted mount anjimalai descended safe altitude position error misinterpretation doppler weather radar,0.1609467357875678,0.08619286639624668,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Grumman G-21,Grumman G-21N1583V,5   (passengers:4  crew:1),"December 11, 1974",5   (passengers:4  crew:1),?,0,"Near Old Harbors, Alaska",Kodiak Airways,N1583V,Old Harbor - Kodiac,Disappeared en route. Never found.,?,1974,1125,United States of America,Unclear cause,disappeared found,0.04193601367099897,0.009584298215655901,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Boeing Vertol CH-47 (helicopter),Boeing Vertol CH-47 (helicopter)?,54   (passengers:53  crew:1),"December 12, 1974",54   (passengers:53  crew:1),?,0,"Near Moc Hoa, South Vietnam",Military - Vietnamese Air Force,?,?,Shot down by a surface-to-air missile.,?,1974,?,,Shot down/Military action,shot surface air missile,0.0545298923364435,-0.027589780614548347,8,Shot down/Military action,Shot down/Military action,8
ACCIDENT DETAILS,Yakovlev 40,Yakovlev 40CCCP-87630,19   (passengers:15  crew:4),"December 14, 1974",7   (passengers:7  crew:0),124,0,"Bukhara, Uzbekistan",Aeroflot,CCCP-87630,Bukhara - Dushanbe,Overran the runway and hit a dyke while attempting to take off. Elevator lock not removed.,1101,1974,9131119,Kazakhstan,Shot down/Military action,overran hit dyke elevator lock removed,0.05929252897919271,-0.005030053390805917,8,Shot down/Military action,Shot down/Military action,8
ACCIDENT DETAILS,McDonnell Douglas DC-9-14,McDonnell Douglas DC-9-14YV-C-AVM,77   (passengers:71  crew:6),"December 22, 1974",77   (passengers:71  crew:6),358,0,"Maturin, Venezuela",Aerovias Venezolanas SA (Venezuela),YV-C-AVM,Ciudad Bolivar - Maturin - Caracas,"Four minutes after takeoff from runway 05 at Maturin Airport, while climbing , the plane struck the slope of Mt Zamuro,  20 km from the airport.",1330,1974,47056/89,Venezuela,Weather-related,minute takeoff maturin climbing struck slope zamuro,0.19320819248206,-0.0016840660418412567,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Antonov AN-24RV,Antonov AN-24RVYR-AMD,33   (passengers:28  crew:5),"December 29, 1974",33   (passengers:28  crew:5),?,0,"Near Sibiu, Romania",Tarom,YR-AMD,Oradea - Sibiu - Bucharest,"Crashed into Lotru mountains, 22 km south of Sibiu after drifting 20 km off course by winds and turbulence. Wrong decisions on part of the flying crew who adopted a wrong approach configuration, causing the aircraft to drift.",?,1974,27307606,Romania,Weather-related,lotru mountain south sibiu drifting course wind turbulence wrong decision flying adopted wrong configuration drift,0.13703127343088423,0.12507014660027732,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Lockheed 18 LodeStar,Lockheed 18 LodeStarTG-HTM,24   (passengers:21  crew:3),"December 29, 1974",24   (passengers:213  crew:3),?,0,"Tikal, Guatemala",Edwin Ortiz,TG-HTM,Tikal - Guatemala City,"Few minutes after takeoff from Tikal Airport, while climbing, the airplane went out of control and crashed on the slope of a mountain located few km from the airport. Possible in-flight fire.",?,1974,582,Guatemala,Shot down/Military action,minute takeoff tikal climbing control slope mountain located fire,0.2796095889876043,0.05157134398090481,8,Shot down/Military action,Shot down/Military action,8
ACCIDENT DETAILS,Fairchild C-123K,Fairchild C-123KST-1,9   (passengers:6  crew:3),"January 03, 1975",9   (passengers:6  crew:3),?,0,"Near Nha Trang, Vietnam",Air America,ST-1,Da Lat - Nha Trang,Shot down with a SAM missile.,?,1975,20074,Sudan,Shot down/Military action,shot sam missile,0.029609628491000406,-0.01864396659208546,8,Shot down/Military action,Shot down/Military action,8
ACCIDENT DETAILS,Douglas DC-3,Douglas DC-3FAC-688,21   (passengers:17  crew:4),"January 08, 1975",21   (passengers:17  crew:4),?,0,"Near Doncello, Colombia",SATENA,FAC-688,San Vicente del Caguan - Florencia,Crashed and burned in mountains while en route. Improper flight planning by proceeding in mountainous terrain during adverse weather conditions which had reduced visibility along the route.,0830,1975,?,,Weather-related,burned mountain improper planning proceeding mountainous terrain adverse weather condition reduced visibility,0.26878112819946887,0.2642291948660263,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,de Hav Can. DHC-6 Tw Otter 100/ Cessna,de Hav Can. DHC-6 Tw Otter 100/ CessnaN6383,14   (passengers:10  crew:4),"January 09, 1975",14   (passengers:10  crew:4),261,0,"Whittier, California",Golden West Airlines / Private,N6383,Ontario - Los Angeles,"Midair collision between a DHC-6 and a Cessna 150 at 2,200 feet while approaching Ontario Airport. Twelve aboard the Otter  and two aboard the Cessna killed. The failure of both flight crews to see the other aircraft in sufficient time to initiate evasive action. This was because of the position of the sun, the closure angle of the aircraft and the necessity of the Twin Otter's flight crew to acquire visual contact with radar reported traffic directly ahead of them.",1607,1975,83,United States of America,Mechanical failure,midair collision dhc cessna foot approaching ontario twelve aboard otter aboard cessna killed failure crew see sufficient initiate evasive action position sun closure angle necessity twin otter acquire visual contact radar reported traffic directly ahead,0.10262303101008005,-0.03470180741204204,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Ilyushin IL-18V,Ilyushin IL-18VHA-MOH,9   (passengers:0  crew:9),"January 15, 1975",9   (passengers:0  crew:9),?,0,"Budapest, Hunary",Malev Hungarian Airlines,HA-MOH,Berlin - Budapest,"The aircraft crashed into the ground 1,360 meters past the runway threshold and 120 meters to the left of the center line while attempting to land at Ferihegy airport. Poor weather, fog, nightime conditions, lack of crew coordination and possible spatial disorientation contributed to the accident.",1721,1975,184007104,Hungary,Pilot error,ground meter threshold meter center line land ferihegy poor weather fog nightime condition lack coordination spatial disorientation contributed accident,0.2107367425405742,0.10731543830690045,7,Pilot error,Pilot error,7
ACCIDENT DETAILS,Antonov AN-12,Antonov AN-12 CCCP-70417,16   (passengers:14  crew:2),"January 16, 1975",16   (passengers:14  crew:2),?,0,"Xam Neua, Laos",Aeroflot,CCCP-70417,Vientiane - Sam Neua,"En route from Vientiane to Sam Neua, the crew encountered poor weather conditions when the airplane struck the slope of a mountain located in the region of Sam Neua. Flying VFR in IFR weather.",?,1975,1G141-71,Kazakhstan,Weather-related,vientiane sam neua encountered poor weather condition struck slope mountain located region sam neua flying vfr ifr weather,0.35518518890353645,0.4005595345291684,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Fokker F-28 Fellowship 1000,Fokker F-28 Fellowship 1000TC-JAP,42   (passengers:38  crew:4),"January 30, 1975",42   (passengers:38  crew:4),?,0,"Istanbul, Turkey",Turkish Airlines (THY),TC-JAP,Izmir - Istanbul,"After an electrical failure at the airport the aircraft initiated a go-around. Because another aircraft was about to take off, an extended downwind leg was flown. The aircraft crashed into the Sea of  Marmara while in the process of making the second approach. It is though the pilot-in-command may lost control of the airplane after suffering  spatial disorientation while flying at night under VFR mode over the Marmara Sea without any visual reference points.",1850,1975,11058,Turkey,Control loss,electrical failure initiated extended downwind leg flown sea marmara process though command lost control suffering spatial disorientation flying night vfr mode marmara sea without visual reference point,0.1600774383310921,-0.047248070872424726,2,Control loss,Control loss,2
ACCIDENT DETAILS,Douglas DC-3-313,Douglas DC-3-313HI-222,30   (passengers:27  crew:3),"January 30, 1975",2   (passengers:1  crew:1),?,0,"Santo Domingo, Dominican Republic",Linea Aérea Nacional,HI-222,Santo Domingo - Port-au-Prince,Crashed during take off. Failure of the right engine.,?,1975,2189,Dominican Republic,Mechanical failure,failure engine,0.3515177686443828,-0.45607968583023,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Douglas DC-3C,Douglas DC-3CN15HC,16   (passengers:14  crew:2),"February 01, 1975",5   (passengers:3  crew:2),?,0,"Houston, Texas",Horizon Properties,N15HC,"Lawton, OK - Huntsville, TX","The flight was diverted to Houston because weather at Huntsville was below minima.  An ILS approach was abandoned due to intermittent operation of the aircraft ILS localizer receiver instruments. The crew then tried an approach with Houston TRACON monitoring on surveillance radar. The DC-3 descended too low until the left wing collided with a  high power line tower, located 1.8 miles short of the runway. Fifteen feet of wing was torn off and the aircraft continued another 650 feet before striking the ground inverted.  Improper in-flight decisions or planning and improper IFR operation.",0858,1975,43080,United States of America,Weather-related,diverted houston weather huntsville minimum il abandoned intermittent operation il localizer receiver instrument houston tracon monitoring surveillance radar descended low wing collided high power line tower located mile fifteen foot wing torn foot striking ground inverted improper decision planning improper ifr operation,0.20013856544849418,0.0252334390618568,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Hawker Siddeley HS-748 2,Hawker Siddeley HS-748 2RP-C1028,33   (passengers:29  crew:4),"February 03, 1975",33   (passengers:29  crew:4),?,0,"Manila, Philippines",Philippine Air Lines,RP-C1028,Manila - Iligan,The No. 2 engine caught fire shortly after takeoff.  The aircraft crashed into a rice field 3 miles short of the runway while making an emergency approach back to the airport.,2310,1975,1590,Philippines,Explosion/Fire,engine caught fire takeoff field mile emergency,0.3322225236186983,-0.3514746647201957,3,Explosion/Fire,Explosion/Fire,3
ACCIDENT DETAILS,Transall C-160,Transall C-1605063,40   (passengers:35  crew:5),"February 09, 1975",40   (passengers:35  crew:5),?,0,"Souda, Crete",Military - Deutsche Luftwaffe,5063,Hohn - Chania,"Slammed into a mountain at an altitude of 5,000 ft. during an approach to Canea in a snow shower.",1730,1975,D-85,,Weather-related,slammed mountain altitude canea snow shower,0.17051837458958988,0.192060822309932,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Douglas DC-6BF,Douglas DC-6BFN77DG,3   (passengers:0  crew:3),"February 16, 1975",3   (passengers:0  crew:3),?,0,"Fairbanks, Alaska",Pacific Alaska Airlines,N77DG,Fairbanks - Happy Valley Camp,The cargo plane lost three of four engines on takeoff. The crew tried to return to the airport but crashed short of the runway. Fuel contamination. Water in fuel.,1900,1975,43520/222,United States of America,Mechanical failure,cargo lost engine takeoff return fuel contamination water fuel,0.26392584650690815,-0.2407198504434886,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Canadair CL-44,Canadair CL-44HK-1972,5   (passengers:0  crew:5),"February 22, 1975",5   (passengers:0  crew:5),?,0,"Medellin, Colombia",Aerocondor,HK-1972,"Medellin, Colombia - Miami, Florida",Minutes after taking off in a rainstorm the right wing struck a tree. The crew lost control of the plane and crashed.,2212,1975,?,Colombia,Control loss,minute rainstorm wing struck tree lost control,0.22655812384286023,-0.037872892382149914,2,Control loss,Control loss,2
ACCIDENT DETAILS,Embraer 110C Bandeirante,Embraer 110C BandeirantePP-SBE,15   (passengers:13  crew:2),"February 27, 1975",15   (passengers:13  crew:2),?,0,"Near Sao Paulo, Brazil",VASP,PP-SBE,Sao Paulo - Bauru,"The plane crashed into houses after taking off and burst into flames. The plane had engine trouble, attempted to return to the airport when it crashed into the houses.",0633,1975,110021,Brazil,Explosion/Fire,house burst flame engine trouble attempted return house,0.14424775741420237,-0.14669108977341563,3,Explosion/Fire,Explosion/Fire,3
ACCIDENT DETAILS,Douglas DC-4,Douglas DC-4XV-NUJ,26   (passengers:20  crew:6),"March 12, 1975",26   (passengers:20  crew:6),?,0,"Pleiku, South Vietnam",Air Vietnam (South Vietnam),XV-NUJ,?,Shot down by a hand-held surface-to-air missile by North Vietnamese forces 25 miles SW of Pleiku.,1830,1975,10701,,Shot down/Military action,shot held surface air missile vietnamese force mile pleiku,0.08941934839643265,-0.02283290598008811,8,Shot down/Military action,Shot down/Military action,8
ACCIDENT DETAILS,Fokker F-27 Friendship 400M,Fokker F-27 Friendship 400MTC-72,55   (passengers:50  crew:5),"March 16, 1975",55   (passengers:50  crew:5),?,0,"Near Barito, Argentina",Military - Argentine Air Force,TC-72,El Palomar AB - San Carlos de Bariloche,The aircraft struck a mountain while preparing for an ILS approach in poor weather. Crew error. Crew descended below the minimum safe altitude before knowing their position.,1340,1975,10404,Turkey,Weather-related,struck mountain preparing il poor weather error descended safe altitude knowing position,0.30473162012626887,0.2888113444527084,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,de Havilland Canada DHC-6 Twin Otter 100,de Havilland Canada DHC-6 Twin Otter 100ST-ADB,6   (passengers:4  crew:2),"March 18, 1975",5   (passengers:3  crew:2),?,0,"Singa, Sudan",Sudan Airways,ST-ADB,?,Unknown circumstances.,?,1975,85,Sudan,Unclear cause,unknown circumstance,0.03785943774775863,-0.010533194551996933,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Antonov An-2,Antonov An-2CCCP-05655,12   (passengers:10  crew:2),"March 18, 1975",7   (passengers:6  crew:1),?,0,"Near Terney, Russia",Aeroflot,CCCP-05655,Terney - Amgu,"Crashed during climbout. The crew failed to prepare the flight properly as the total weight of the aircraft was 449 kilos above the MTOW and the CofG was out of the enveloppe, too far aft. This caused the airplane to enter a high angle of attack during the initial climb and to stall and crash.",1004,1975,?,Kazakhstan,Shot down/Military action,climbout failed prepare properly total weight kilo mtow cofg enveloppe far aft enter high angle attack initial climb stall crash,0.07430550859090362,-0.04055513149931233,8,Shot down/Military action,Shot down/Military action,8
ACCIDENT DETAILS,Lockheed C-141A (L.300),Lockheed C-141A (L.300)64-0641,16   (passengers:12  crew:4),"March 20, 1975",16   (passengers:12  crew:4),?,0,"Near Quilcene, Washington",Military - U.S. Air Force,64-0641,Clark AFB - Japan,The aircraft struck a ridge of  Mt. Constance in Olympic National Park. Faulty clearance by the ATC after misidentifying the C-141 as another aircraft.,2315,1975,6054,,Weather-related,struck ridge constance olympic national park faulty clearance atc misidentifying,0.07410382725053477,0.03569049727265171,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Lockheed C-5A Galaxy,Lockheed C-5A Galaxy68-218,330   (passengers:314  crew:16),"April 04, 1975",155   (passengers:150  crew:5),?,0,"Saigon, South Vietnam",Military - U.S. Air Force,68-218,Saigon - Clark - Los Angeles,"The aircraft reported it was returning to Tan Son Nhut Airbase 15 minutes after taking off. The aircraft was not able to make the airport and crashed landed into a rice paddy, 1.5 miles from the airport. The flight was evacuating 243 Vietnamese orphans. Pressure failure due to a faulty rear loading ramp caused decompression which led to severed rudder and elevator cables and loss of two hydraulic systems resulting in a loss of pitch control. Worst single non-combat U.S. military aviation disaster.",1630,1975,0021,,Shot down/Military action,reported returning tan nhut airbase minute able make landed paddy mile evacuating vietnamese orphan pressure failure faulty rear loading ramp decompression led severed rudder elevator cable loss hydraulic system loss pitch control worst single non combat military aviation disaster,0.1464691572617057,-0.09864666975373793,8,Shot down/Military action,Shot down/Military action,8
ACCIDENT DETAILS,Sikorsky CH-53C (helicopter),Sikorsky CH-53C (helicopter)68-10933,23   (passengers:19  crew:4),"May 13, 1975",23   (passengers:19  crew:4),?,0,"Near Sakon Nakhon, Thailand",Military - U.S. Air Force,68-10933,Nakhom Phanom AB - Utapao AB,The copter was observed in an uncontrollable descent to earth in an inverted attitude after which it crashed and burned. Cracking of a rotor spindle assembly  which led to separation of the main rotor.,2115,1975,?,,Control loss,copter observed uncontrollable descent earth inverted attitude burned cracking rotor spindle assembly led separation main rotor,0.05683769113985916,-0.026192428073932936,2,Control loss,Control loss,2
ACCIDENT DETAILS,BAC One-Eleven 524FF,BAC One-Eleven 524FFRP-C1184,64   (passengers:59  crew:5),"June 03, 1975",1   (passengers:1  crew:0),?,0,"Manila, Philippines",Philippine Air Lines,RP-C1184,Legaspi - Manilla,A bomb exploded in the right rear lavatory causing a hole in the fuselage. The plane landed safely.,?,1975,190,Philippines,Terrorism,bomb exploded rear lavatory hole fuselage landed safely,0.03676983523655294,-0.022811975612193128,10,Terrorism,Terrorism,10
