location,latitude,longitude
Off Malta-Luqa,35.859653,14.4892913
Fort Belvoir,38.710797,-77.1436907
Lugansk,48.5717084,39.2973153
"Cardiff, United Kingdom",51.4816546,-3.1791934
"McAllen, TX",26.204114,-98.2300605
"Goshen, Indiana",41.5850394,-85.8344491
"Unduavi, Bolivia",-16.3111834,-67.9093054
"Near Yenice, Turkey",36.9744909,35.0554921
Veracruz,19.333333,-96.666667
Fort Worth,32.753177,-97.3327459
Monte Dourado,0.7749785,-53.617834
"Reef Island, Alaska",60.8494683,-146.8302269
Dijan,50.4253603,6.0305176
"Brownsville, TX",25.9024289,-97.4981698
"Cabimas, Venezuela",10.395075,-71.4414049
"Indianapolis, Indiana",39.7683331,-86.1583502
Matamoros,25.8810158,-97.5064866
"Near Niederanven, Luxembourg",49.6512224,6.2552342
"Monte San Isidro,  Colombia",5.5681836,-73.8968634
Washington DC  / Training,38.8983275,-76.9707827
"Near Anchorage, Alaska",61.2163129,-149.894852
St. Maarten,18.0423736,-63.0549948
Mato Grosso,-12.2115009,-55.5716547
Malinau,2.6185545,115.690497
"Palm Springs, California",33.8246269,-116.540303
"Near Oldham, England",53.5415797,-2.1147831
Vnukovo,55.611698,37.300255
"Cape May, New Jersey",39.1765386,-74.8012119
Fargo,46.877229,-96.789821
Bahia Solano,6.2245644,-77.4034389
"Near Kathmandu, Nepal",27.708317,85.3205817
"An Khe, Vietnam",13.9504742,108.6608142
"Near Douala, Cameroon",4.0429389,9.7062018
Ljubjana,42.1746124,20.8984712
"St. Paul, Minnesota",44.9497487,-93.0931028
"Near Abakan, Russia",53.72068,91.4406019
Baracoa,20.3477869,-74.4968647
Sao Jose dos Campo,-5.0563189,-41.1985589
Port Aransas,27.8332175,-97.0618324
Leuchars,56.374796,-2.8938545
Ho Chi Minh City,10.7763897,106.7011391
Brest,48.3905283,-4.4860088
"Off Malindi, Kenya",-3.2295935,39.9749752
Kunming,25.0363006,102.7086139
Nancy,48.6937223,6.1834097
"Toledo, Ohio",41.6529143,-83.5378173
"Near Centennial, Wyoming",41.297896,-106.139369
Volos-Néa Anchialos,39.280167,22.8186102
Antananivo,-15.4104895,47.9596207
"Bangui, Central African Republic",4.3635118,18.5835913
Yerevan,40.1777112,44.5126233
"Page, AZ",36.9148305,-111.457294
"Near Quilcene, Washington",47.8222945,-122.8751712
"Detroit, Michigan",42.3315509,-83.0466403
"Near Nicosia, Cyprus",35.1746503,33.3638783
Winslow - Albuquerque,35.1934764,-106.7404968
"Medellin,Colombia",6.2697324,-75.6025597
Krish,51.4090668,-0.3033583
Palma de Majorca,39.5695818,2.6500745
Belgrad,44.8178131,20.4568974
Kuwait City,29.3796532,47.9734174
"Hana, Hawaii",20.7671042,-155.990752
Boufarik,36.5755523,2.9128963
"Near Magadan, Russia",63.5515028,154.014726
San Pablo,-23.5506507,-46.6333824
Zamboanga,18.1888705,120.547657
"Dillingham, AK",59.0398598,-158.4604177
"Near Tashkent, Russia",56.8482892,60.6098184
"Plattsburgh, New York",44.6960855,-73.4542915
Belem,-1.45056,-48.4682453
"Nouadhibou, Mauretania",20.9127045,-17.0503094
"Near Cairo, Egypt",30.0443879,31.2357257
"Near Mironovo, Russia",56.261183,28.4435346
"Off Falsterbo, Sweden",55.39609,12.8371665
Sao Tomé,0.3389242,6.7313031
"Le touquet, France",50.5200083,1.5864532
"Zarate, Argentina",-34.0954713,-59.0245097
Tapa,30.3030899,75.3669298
"Les Prevosts, Guernsey",49.4467422,-2.6024065
Ozamis City,8.2144676,123.7689644
Ramstein AFB,49.441426,7.6012401
"Near Toba, Japan",34.4812985,136.8434721
"Goroka,  New Guinea",-6.0892856,145.3940346
"Denver, Colorado",39.7392364,-104.984862
"Near Ouistreham, France",49.2761243,-0.258479
"Pisco, Peru",-13.7099813,-76.2029793
"Puerto Williams, Chile",-54.9357749,-67.6062504
"Pagosa Springs, Colorado",37.2695661,-107.010816
"Off Quemoy, Taiwan",24.4484864,118.3222348
Kildala,54.0495906,-128.661873
"Syktyvkar ,Russia",61.6685237,50.8352024
Timaru,-44.3930254,171.2509786
"Southend, England",51.5388241,0.7128137
"Near Florencia, Colombia",1.6158666,-75.6143045
"Wat Khao Din, Thailand",14.3508718,100.6178863
Milwaukee,43.0386475,-87.9090751
"Mt.  Kalora, Indonesia",-0.9578676,119.7496049
Timika,-4.5481052,136.889884
Mediterranean Sea,35.0000035,19.9999957
"Chicago, Illinois",41.8755616,-87.6244212
"Samara, Russia",53.1956255,50.1014927
"Zagreb, Croatia",45.8130967,15.9772795
Pastaza,-1.916667,-77.0
"Mount Kenya, Kenya",-0.152707,37.3092138
"Kuala Lumpur,  Malaysia",3.1526589,101.7022205
Montrose,38.4375391,-108.2403855
Recife,-8.0584933,-34.8848193
"Lanywa, Burma (Myanmar)",20.9403992,94.8226013
Port Moresby,-9.4743301,147.1599504
San Pedro,33.7358518,-118.2922934
Kutacane,3.4920014,97.8102758
"Alpena, Michigan",45.0176181,-83.6670019
"Homer, AK",59.6454064,-151.5445643
"Near Las Vegas, Nevada",36.171697,-115.1463536
"Guadalcanal Island, Solomon Islands",-9.5984209,160.1485117
"Tamanrasset, Algeria",24.3753438,4.3208436
"Martinsburg, West Virginia",39.4562528,-77.9639604
Donetsk,48.0158753,37.8013407
"Springfield, IL",39.7990175,-89.6439575
Woitape,-8.5417418,147.2509709
"Northolt AB, England",51.5465937,-0.369565
"Near Solo, Indonesia",-7.5692489,110.828448
Oksapmin,-5.2237929,142.2216916
"Pechora, Russia",65.7109698,54.8179912
"New York, New York (Idlewild)",40.7127281,-74.0060152
Katherine,-14.4646157,132.2635993
Maracay,10.2375144,-67.5890216
Deadhorse,70.1999496,-148.461816
"Winchester, VA",39.1852184,-78.1652404
Fort George,57.5838243,-4.0702707
Ufa,52.3870936,13.1228148
Matsu,31.1737163,104.1215695
Clarksburg,39.2806451,-80.3445341
Chittagong,22.333778,91.8344348
"Grampian, Pennsylvania",40.9658932,-78.6130822
"Near Dallas, Texas",32.7762719,-96.7968559
"Off Ocean City, Maryland",38.3348728,-75.0847659
Mason City,43.1524574,-93.2017941
Sidney NS,44.6018741,-63.4675988
Calabozo,8.9179829,-67.4173328
"Assam, India",26.4073841,93.2551303
"Zaporozhye, Ukraine",47.8507859,35.1182867
Kannung,-32.8004006,151.4825499
"Kona, Hawaii",19.6472213,-155.9966428
Oran,35.7044415,-0.6502981
"Bamako, Mali",12.6132655,-7.9847391
"Colon, Panama",9.3553005,-79.8974085
Temuco,-38.7358908,-72.590538
"Near Rochefort , France",45.9366592,-0.9616399
"Ceel Barde, Somalia",4.6737132,43.9148358
"Eielson, AK",64.6629132,-147.0679879
"Rapid City, SD",44.0806041,-103.228023
Plattsburgh,44.6960855,-73.4542915
"Amarillo, Texas",35.20729,-101.8371192
"York, Australia",-31.8889034,116.7691483
"Manzanares, Colombia",5.253198,-75.1544544
Quito - Guayaquil,-0.2254625,-78.5153724
Over North Carolina,35.5544334,-75.470685
San Vincente,7.2739833,125.451175
Barcelona - Toulouse,41.4122833,2.2107174
Nanga Pinoh,-0.3316049,111.7370026
"Near Sunland, California",34.2669466,-118.3023
Yoro,15.2994474,-87.2916981
"Rabat, Malta",35.8818906,14.3988213
Kuwait,29.3796532,47.9734174
"Barcelona, Spain",41.3825802,2.177073
Santa Rose,13.504923,-85.4608548
"Providence, Rhode Island",41.8239891,-71.4128343
Bimini,25.720065,-79.2744573
Grahamtown,39.6451134,-78.9226275
Huntsville,34.729847,-86.5859011
"Clarksburg, West Virginia",39.2806451,-80.3445341
Westover AFB,42.1795118,-72.5557177
"Salt Lake City, UT",40.7596198,-111.886797
Faridpur,28.2083265,79.5375964
"Ras-el-Tin, Egypt",31.2025145,29.8739984
"Kenner, Louisiana",29.9942265,-90.2417806
An Khe,25.1424227,117.905457
Lisbon - Madrid,44.7361124,-75.2135277
"Phnom Penh, Cambodia",11.5730391,104.857807
"Near Junction City, California",40.733199,-123.05364
"Kuching, Malaysia",1.5597561,110.345397
"San Juan, PR",18.384239,-66.05344
Murcia-San Javier,37.8059567,-0.8345537
San Vicente del Caguan,2.1131213,-74.7697347
"Near Dunbeath, Scotland",58.248257,-3.4275945
Kalaupapa,21.1902316,-156.9827646
Fortin Campero,-22.8522823,-64.3181985
"Curitiba, Brazil",-25.4295963,-49.2712724
"Greer, SC",34.9381361,-82.2272119
Bethel,60.7922222,-161.755833
Trondheim,63.4304475,10.3952118
Cararabo,6.0961091,-69.321086
"Benito, Bolivia",-37.6795697,-59.79399
"Near La Quemada, Mexico",22.4230703,-102.8412614
"Empakaai, Tanzania",-2.9091907,35.8279461
"Near Harlem, Montana",48.532501,-108.784903
Dallas,32.7762719,-96.7968559
Fukuoka,33.6251241,130.6180016
Mostar,43.3435855,17.8076584
"Near Matala, Angola",-14.7383594,15.0289306
Salta,-25.1076701,-64.3494964
"Raliegh, NC",35.9367707,-75.7084508
"Near Yengema, Sierra Leone",8.6176481,-11.0502512
Kisumu,-0.1029109,34.7541761
Hickam AFB,21.3276152,-157.9528703
"Near Moscow, Russia",55.625578,37.6063916
"Trujillo, Colombia",4.2123039,-76.3188928
"Cove Neck, New York",40.8823207,-73.5059562
"Coconut Island, QLD, Australia",-10.0501856,143.0692813
Cagliari,39.2171994,9.113311
Off Chili,-31.7613365,-71.3187697
Prince George,37.1815024,-77.2153144
"Off Papeete, Tahiti",-17.5366464,-149.5561694
Roswell,33.3943282,-104.5229518
Kerkira,-26.1040552,28.0690427
Fish Egg Inlet,51.622264,-127.7778121
Ramstein,49.4475167,7.5554676
"Fort Franklin, Canada",65.1851519,-123.420944
"Buenos Aires, Argentina",-34.6083696,-58.4440583
Copiapó,-27.3664685,-70.3322753
Jaffna,9.665093,80.0093029
"San Luis Obispo, California",35.3540209,-120.375716
"Kupang, Timor",-10.1480492,123.6338122
"Largs, England",52.1814012,0.2214248
"Near St. Croix, US Virgin Islands",17.729124,-64.7589156
"Yinchuan, China",38.4852037,106.2261926
"East Kalimantan, Indonesia",0.7884397,116.2419977
Buenaventura - Cali,3.4491755,-76.5358233
"Mallorca, Spain",39.613432,2.8829185
"Near Ouroux, France",46.2306703,4.5943391
"Honolulu, Hawaii",21.304547,-157.855676
Goose Bay,53.333333,-60.416667
"Meadville, Pennsylvania",41.641445,-80.151449
"Tikal, Guatemala",16.9069737,-89.9304772
"Near Guildford, Australia",-31.8985059,115.9702294
North Sea,56.0026997,2.8144673
"New York City, New York",40.7127281,-74.0060152
Off Spain,39.3260685,-4.8379791
Washington,38.8950368,-77.0365427
Lyall Harbour,48.7995331,-123.1928193
Bedford,40.0271453,-78.5237447
Nausori,-18.0287189,178.5289994
"Salt Flats, Texas",32.6335098,-97.078292
"Near Hoi An, Vietnam",15.8795863,108.3319406
Latakia-Khmeimim Air Base,35.4119739,35.954477
"Kampot, Cambodia",10.6314754,104.132637
"Near Kuopio, Finland",62.8924601,27.6781839
Ontairo,4.5781763,-74.1422368
"Banjarmasin, Indonesia",-3.3187496,114.5925828
St. Marys,41.3081707,-93.7318728
"Auckland, NZ",-36.852095,174.7631803
"Mukachevo, Ukraine",48.4421119,22.7185408
"Villavicencio, Colombia",4.1347644,-73.6201517
"Uberlandia,  Brazil",-18.9188041,-48.2767837
Ljubljana,46.0500268,14.5069289
"Off Taipei, Taiwan",25.0375198,121.5636796
"Steubenville, Ohio",40.3600714,-80.6151034
"Sena Madureira, Brazil",-9.0659556,-68.6571058
Savannah,32.0790074,-81.0921335
"Fayetteville, North Carolina",35.0525759,-78.878292
"Carentan, France",49.2947659,-1.2523119
San Juan,18.384239,-66.05344
"Near Maskeliya, Sri Lanka",6.833828,80.5720627
"Amritsar, India",31.6356659,74.8787496
"Near Balad Air Base, Iraq",33.9405109,44.3698492
"Near Petrich, Bulgaria",41.3952948,23.2067832
"Mactan, Philippines",10.2882756,123.9723977
"Frunze, Russia",63.0753519,129.7303647
"Orapa Mine, Botswana",-21.3082152,25.3693968
"Burbank, CA",34.1812089,-118.307201
Aldan,58.608414,125.388222
"Off Oakland, California",37.8044557,-122.271356
Tucurui,-3.766334,-49.6663654
Marsa el-Brega,30.407313,19.578771
San Cristobal de las Casas,16.735377,-92.63873
"Near Shannon, Ireland",53.1349614,-8.1611027
"La Esperanza, Colombia",7.69574,-73.3547071
Juliaca,-15.4932314,-70.1356177
"Monte Rotondo, Italy",42.9656152,13.1954149
"Cluj, Romania",46.769379,23.5899542
"Carson, New Mexico",36.3644667,-105.7652927
"Near Basel,  Switzerland",47.5581077,7.5878261
Los Roques,11.8382889,-66.6391165
Pescara,42.3102619,13.9575901
Bage,-31.3314264,-54.1062808
"Tenzing, Nepal",27.6866013,86.7291582
Tumaco,1.8061434,-78.7635572
"Keerbergen, Belgium",51.0037524,4.6290719
Sverdlovsk,56.839104,60.60825
"Near Pacatuba, Brazil",-3.9841,-38.6180383
"Kaltag, Alaska",64.3276089,-158.7254198
"Montrose, CO",38.4375391,-108.2403855
"Ometepe Island, Nicaragua",11.4983864,-85.62554
"Tarakan, Indonesia",3.3000169,117.6330159
Le Havre,49.4938975,0.1079732
Davao City,7.0648306,125.6080623
Faro,37.0162727,-7.9351771
"Chessell Down, England",50.6646446,-1.4303508
"Marion, Pennsylvania",39.8573144,-77.6952703
"Near Calabozo, Venezuela",8.9179829,-67.4173328
"Near Lukla, Nepal",27.6889719,86.7306718
"Nagpur, India",21.1498134,79.0820556
"Near Sokcho, South Korea",38.2069574,128.5913424
"Calcutta, India",22.5726459,88.3638953
Nejran,17.6115904,44.419418
Fornebu,59.8995111,10.6286917
"Kronborg Glacier, Greenland",68.7361466,-28.6497134
Multan,30.197838,71.4719683
Griffin,33.2467807,-84.2640904
"Near Natashquan, Quebec, Canada",50.1839077,-61.8174062
Izmir,38.23166,27.02997
"Tumbang Miri, Indonesia",-0.9160201,113.5526778
"Near San Carlos de Bariloche, Argentina",-41.1334781,-71.3101474
Mataram,-8.5837726,116.10685
"Near Skopje, Macedonia",41.9961816,21.4319213
Mahón,39.8894922,4.2662071
Djakarta,-6.1754049,106.827168
"Kinshasa,",-4.3196982,15.3424196
"Nizhnevartovsk, Russia",60.9339411,76.5814274
Khartoum - Nyala,12.0281975,24.9586227
"Vrede, South Africa",-27.4264699,29.1637064
"Memphis, TN",35.1460249,-90.0517638
Ipiales,0.8236934,-77.6349296
Karaganda,49.1767322,74.1811272
"Buffalo, Texas",31.4634891,-96.0641283
"Norfolk, VA",36.8493695,-76.2899539
"Manado, Indonesia",1.4900578,124.8408708
"Near Qazvin, Iran",36.0156291,49.8398161
Karachi,24.8546842,67.0207055
"St. Thomas, U.S. Virgin Islands",18.3429081,-64.9188997
Qom,34.6422939,50.8801184
"Near Hasloh, Germany",53.693295,9.9168991
"Pinckneyville, Illinois",38.0803286,-89.3820321
"Fotina, Greece",40.2672185,22.5979705
"Novoagansk, Russia",61.9609514,76.6797478
El Adem,-34.0004273,18.4996905
"Mogador, Morocco",31.5118281,-9.7620903
Japan,36.5748441,139.2394179
Changuinola,9.399272,-82.4936185
Acarigua,9.5507961,-69.2032823
"Near Pristina, Kosovo",42.6638771,21.1640849
"Jaquirana, Brazil",-28.8836757,-50.3580098
"Kaduqli, Sudan",11.0085934,29.7155751
Bogotá,4.6534109,-74.0836547
"Hickory, North Carolina",35.7333312,-81.3442915
"Kinshasa, Zaire",-4.3217055,15.3125974
"Ankara, Turkey",39.9207759,32.8540497
Îles-de-la-Madeleine,47.3220992,-61.8773745
"Near Newhall, California",34.3798765,-118.5291917
"Eirunepe, Brazil",-6.6567654,-69.866161
St. Honore,49.7840759,1.1562009
"Near Quelimane, Mozambique",-17.87751,36.890216
"Los Angeles, CA",34.0536909,-118.242766
"Lamoille, Nevada",40.7279826,-115.478392
New Orleans,29.9759983,-90.0782127
"Kharkov, Ukraine",49.9923181,36.2310146
"Near Mason City, Iowa",43.1524574,-93.2017941
Buenos,-34.6083696,-58.4440583
"Near Nome, Alaska",64.4975098,-165.4061701
"Near Souda, Crete",35.4871175,24.0659027
Selaparang,-8.5127116,116.602957
"Mexico City, Mexico",19.3207722,-99.1514678
"Waurika, OK",34.1670371,-97.997536
"Near Tanana, Alaska",65.1719444,-152.078888
Cincinnati,39.1014537,-84.5124602
Cagayancillo,9.577868,121.1993551
Karlstad,59.3809146,13.5027631
Ol Kiombo,-6.8,27.9166669
"Waialeale,Kauai, Hawaii",22.0700655,-159.4979006
"Hopkinsville, Kentucky",36.8657651,-87.4889532
"Saint Sauveur, France",49.9380929,2.2120112
"Near Panvel, India",18.9910971,73.1205846
"Near Takoradi, Ghana",4.887401,-1.7519316
Rio Sidra,9.4519359,-78.8327433
Long Bawan,3.9064668,115.6982418
Cozumel,20.4320599,-86.9206906
"Chatsworth, California",34.2572499,-118.6017022
Americus,32.0723862,-84.2326876
Jammu - Amritsar - Delhi,32.332509,75.5064545
Thompson,55.743347,-97.863464
"Komarom,, Hungary",47.7417349,18.1218256
"Near Guwahati, India",26.1805978,91.753943
Lille,50.6365654,3.0635282
"Near Ciudad Victoria, Mexico",23.7389846,-99.1441352
San Cristobal,7.7756663,-72.2214154
Madison WI,43.074761,-89.3837613
"Near Iligan, Philippines",8.2281556,124.2411508
"Near Brussels, Belgium",50.8465573,4.351697
"Off Hyannis, Massachusetts",41.6535345,-70.2823287
Columbus,39.9622601,-83.0007065
"La Puerta, Venezuela",9.1262137,-70.7110746
"Pretoria, South Africa",-25.7459277,28.1879101
Louisville,38.2542376,-85.759407
"Wairoa, New Zealand",-39.03939,177.4271389
"Holtug, Denmark",55.3410225,12.4062467
Ossora,59.2975701,162.5215525
"Off Labuan, Malaysia",5.3168336,115.2198613
"Collesalvetti,  Italy",43.588912,10.476264
Iloilo,10.9522168,122.5799456
"Cologne, Germany",50.938361,6.959974
"Fairbanks, Alaska",64.837845,-147.716675
Bonanza,42.198761,-121.406108
"Bimini, Bahamas",25.720065,-79.2744573
Frunze,42.8761424,74.6036724
"Bilbao, Spain",43.2630018,-2.9350039
"Near San Gerardo, El Salvador",13.8096687,-88.4074106
"Near Clarksburg, Maryland",39.2195565,-77.2678413
Wainwright,52.8402725,-110.8514344
Juanjui,-7.2720033,-76.7508655
Tarko-Sale,64.9219991,77.779459
"Leopoldville, Zaire",-4.3217055,15.3125974
"Burlington, VT",44.4761601,-73.212906
"Baiserke, Kazakhstan",43.4475868,77.0565108
"Lyall Harbour, BC, Canada",48.7995331,-123.1928193
"Near Grytoya, Norway",68.9340283,16.4915426
"Luanda, Angola",-8.8272699,13.2439512
"Portland,  OR",45.5202471,-122.674194
"Near Fonseca, Colombia",10.7773005,-72.7985609
Broome,42.1455623,-75.8404114
"Near Noiretable, Loire, France",45.817108,3.7661111
"Bakhtaran, Iran",34.3239414,47.0735891
"Near Cuito, Angola",-12.3831319,16.9425484
"Belfast, Ireland",54.5975804,-5.9277097
Stewart,32.0732743,-84.8483149
Bronnoysund,65.4748755,12.2116394
"Tokyo Bay, Japan",35.4700117,139.8477024
Guernsey,49.4622912,-2.5812023
"Denton, Texas",33.1838787,-97.1413417
Grand Cayman Islands,19.3298471,-81.1712216
"Nanjing, Jiangsu, China",32.0438284,118.7788631
"Near Brighton, East Sussex, England",50.8687201,-0.0132406
"Near Gilgit, Pakistan",35.9208102,74.314044
"Near Logar, Afghanistan",34.0653595,69.160172
St. Anthony,42.1236441,-93.1973467
"Near Dawson, Texas",32.7410762,-101.9576048
"Off San Francisco, California",37.7792588,-122.4193286
"Martha's Vineyard, MA",41.3920454,-70.6208138
Igarka,67.4566185,86.5308425
"New York City, NY",40.7127281,-74.0060152
"Near Germiston, South Africa",-26.229444,28.180556
Basel,47.5581077,7.5878261
Juneau,58.3019496,-134.419734
"Glen Burnie, Maryland",39.1595439,-76.6151514
"Red Springs, North Carolina",34.815158,-79.1837649
"Riga, Latvia",56.9493977,24.1051846
Nadzab,-6.5684807,146.726202
"Guanabara Bay, Brazil",-22.8169023,-43.1272201
"Leicestershire, England",52.6849137,-1.1847653
"Off Cozumel, Mexico",20.4320599,-86.9206906
"Anchorage, AK",61.2163129,-149.894852
"Off Macae, Brazil",-22.2828305,-41.9649091
Frankfort - Amsterdam,50.0938481,8.6681282
"Vlissingen, The Netherlands",51.4480929,3.5697992
Adana,36.9863599,35.3252861
"Pedro Bernardo, Spain",40.2439312,-4.9108472
"Kandahar Airport, Afghanistan",31.5058536,65.8420921
"Paramount, California",33.898917,-118.171005
"Sittwe, Myanmar",20.139197,92.8970859
"Schievelbein, Germany",50.9477644,12.763015
"Fort Lamy, Chad",12.1191543,15.0502758
"Kozyrevsk, Russia",56.0498765,159.8703005
"Lashkar Gah, Afghanistan",31.5852277,64.3608959
"Surabaya, Indonesia",-7.2462836,112.7377674
"Taipei,Taiwan",25.0375198,121.5636796
"Cerro del Carbon, Mexico",20.4044622,-97.2892457
"Miles City, Montana",46.4070219,-105.847843
"Dubai, United Arab Emirates",25.0742823,55.1885387
"Near Chetumal, Mexico",18.5081738,-88.297144
Yaroslavl,57.6508432,39.8718634
"Ft. Worth-Dallas, Texas",32.8965194,-97.0465221
La Serena,-29.902631,-71.2520253
"Clovis, New Mexico",34.405472,-103.2050709
Minneapolis- St. Paul,44.8780191,-93.2209281
"Hachijo-Jima Island, Japan",33.1024935,139.8076939
"Near Menongue, Angola",-14.6610713,17.6820336
"Francistown, Botswana",-21.16636,27.502515
Cucuta,45.9893785,23.2575051
Paipa,5.7812701,-73.1176532
Godman,37.9068,-85.9723
"Near Port Harcourt, Nigeria",4.7676576,7.0188527
"Off Dakar, Senegal",14.693425,-17.447938
"Tecpan Mt., Guatemala",14.7612884,-90.9920691
"Pico da Caledonia, Brazil",-22.3535326,-42.58707
Mar Del Plata - Mendoza,-38.0217662,-57.54238
Ludwigsburg,48.8953937,9.1895147
Moroni Hahaya,-11.5337585,43.2719687
Surabaya,-7.2462836,112.7377674
"Near Kuna Yala, Panama",9.4708308,-78.9600918
Panchkhal,27.637863,85.649948
"Near Puerto Montt, Chile",-41.471798,-72.9395915
Burgas,42.5040226,27.3549696
"Itapebi, Brazil",-15.9693064,-39.5316476
"Negombo, Sri Lanka",7.2094282,79.833117
Luxembourg,49.6112768,6.129799
"Mt. Medetsiz, Turkey",38.1335101,37.1526369
"Walton, Oregon",44.0307442,-123.5853932
Komsomol'sk-na-Amure,50.5497277,137.0099189
Yichun,28.3803015,115.0153957
Taiyuan,37.870009,112.5452739
Port Ellen,55.6293903,-6.1880114
Del Rio,29.357515,-100.8987707
Rankin Inlet,62.8030269,-92.0868012
"Near Bangkok, Thailand",13.7524938,100.4935089
"Tenerife, Canary Islands",28.2935785,-16.6214471
Windhoek - Cape Town,-22.5762086,17.108941
Colorado Springs,38.8339578,-104.825348
"Puerto Princesa, Philippines",9.7398561,118.7438187
Dublin,53.3493795,-6.2605593
"Chita, Russia",52.0279939,113.4050512
"Santiago del Estado, Argentina",19.4654638,-99.2126603
"Kankakee,IL",41.1253903,-87.848682
